PREFIX,ITEM,DESCRIPTION,WEIGHT
060,327,TRUSS SPACER 5FT 1.77M #6E W/O,160
SW64,3274-01,KEY;WORM GEAR;3/16 SQ X 1.44,0
SW64,3274-02,KEY;WORM GEAR;1/8 SQ X 1.56,0
SW64,3274-03,KEY;CARRIER LOCK;3/16 SQ X.297,0
SW64,3274-05,KEY;WORM;AIR;1/8 SQ X 1.75,0.3
SW64,3274-07,KEY;MOTOR SHAFT;3/16 SQ X 1.44,0.3
SW64,3274-10,KEY;DRUM;DYNA;1/8 SQ X .88,0
SW64,3274-11,KEY;MOTOR SHAFT;BALDOR,0
SW64,3274-14,KEY;BRAKE;1/8 SQ X 1.25,0
060,328,TRUSS BTM CHORD 10F10/3 CUTOUT,63
060,329,TRUSS BOTTOM CHORD 10FT-10,63
SW64,33.016,SEAL;INAG;16 X 22 X 3,1
SW64,33.202,O-RING;05 AIR BRAKE;KEBCO;64X3,1
SW64,33.208,O-RING;05 AIR BRAK;KEBCO;100X3,1
SW64,33.21,O-RING;MOTOR FLANGE,1
SW64,33.555,PLUG;CRNK HDLE;CBLE GLAND;P13,1
SW64,33.56,PLUG;BRAKE ASSEMBLY,0.13
0408,330,DUST GAITER,1
060,331,TRUSS BTM CHORD RH 5FT 9 13/16,33
060,332,TRUSS BTM CHORD 5FT9 13/16/2CO,32
080,3328,SPEEDLOCKS RPR,0.25
060,333,TRUSS CHORD FILLER,0.5
SW64,3331SW,SHIM;TORSION SPRING;MODIFIED,0
07,3332,"SHORE POST G-PIN RPR 5/8""",2
07,3333,SHORE G- PINS -1/2 RPR,2
SW64,3335SW,SPRING;OVERSPEED BRAKE TRIGGER,0
040,3336,FRAME ALUMA 1829W X 2481H 6'X8' (1995),73
SW64,3338SW,FLOATING PLATE ASSEMBLY,0
SW64,3339SW,BACKPLATE/BEARING HSG ASSY,0
060,334,TRUSS DIAGONAL BRACE 6FT,16
110,3343,NUT COIL HEX 3/4IN,0.19
07,3344,SAFETY LOCKING PIN/SWING GATE       RPR,0.06
05,3345,FRAME STD 31IN X 3FT,21.8
07,3346,NR-PLATE BASE ADAPTOR 4720,1
110,3347,WASHER PLATE .50 X 5 X 5 1.50H,0.33
120,3349,BAR WRECKING 24IN,4
060,335,TRUSS DIAGONAL BRACE LH 5FT,14
230,3350,BRACE SHORT 7FT X 11FT,75
08,3351,CRATE WOODEN BURKE 4FT X 4FT X 2FT,75
120,3354,BAR BURKE,15
07,3355,CHANNEL LOCK ALUMACS FRAME RPR,0.05
01,3356,2IN T BOLT SWIVEL HALF CLAMP,1
240,3358,HI FLYER FOLDING GUARDRAIL POST ASS'Y,29.64
SW64,3358SW,ARC GUARD;BOTTOM ASSY;ST-26,0
060,336,TRUSS DIAGONAL BRACE RH 5FT,14
120,3360,HANDSET WEDGE W-7,0.5
110,3364,BOLT COIL 1 1/4IN X 7IN,3
07,3368,TRUSS JACK KNURL PIN 5/16X21/2 RPR,0.05
07,3369,TRUSS JACK REPLACEMENT HANDLE RPR,1
SW64,33695,SWITCH;CENTRIFUGAL DECOSTER,0.07
060,337,TRUSS JACK 12-18 MOD.MKIII,27
060,3371,CLAMP A STEEL ASSEMBLY,0.28
110,3372,CRANESET LANDING BRACKET C/W HITCH PIN,12
SW64,3372SW,HANDLE;WALL ROLLER;ST-27,0
07,3374,NR-WASHER FLAT 5/8 HDG,0.02
SW64,3374SW,MANUAL;W/CONTAINER,0
07,3377,NR-BOLT HEX 1/2 X 12 GR5 ZINC,1
07,3378,NR-NUT HEX 1 1/4 JS500 RPR,1
SW65,3378SW,PAXCAST IRON COUNTERWEIGHT,55.1
060,338,TRUSS JACK 24-30 MOD. MKIII,38.74
181,3381,ALUMA LEG SHORE 6' (A),39.89
SW64,3382SW,ASSY;DROP LEAF;RT;1 FT;ST-26,0
07,3383,NR-BOLT SQ HD ASSBY 1/2X1 1/2 HDG,0.14
SW64,3383SW,ASSY;DROP LEAF;LEFT;1 FT;ST-26,0
07,3384,NR-BOLT SQ HD 1/2X1 1/2 GR2 PLTD,0.15
SW64,33848,PARAPET CLAMP ASSY;ALUM;1000LB,45
SW64,3384SW,ASSY;HANDRAIL;ST-26;1',0
181,3386,ALUMA LEG SHORE 8' (A),31.89
110,3388,BOLT COIL 1 1/4IN X 12IN,4.75
SW64,3388SW,HANGER;TENSION HOLDER,0
SW64,3389SW,MID ASSY;ARC GUARD;ST-26,0
060,339,TRUSS JACK STEEL BASE ASS'Y,17
110,3390,WASHER PLATE .25 X5IN X 5IN .5 HOLE,0.05
SW64,3390SW,BOTTOM PLATE ASSY;TENSION HLDR,0
110,3391,BOLT COIL 1 1/4IN X 14IN,5.45
110,3394,BOLT COIL 1 1/4IN X 15IN,6.15
110,3395,WASHER PLATE .75IN X 7IN X 7IN 1.25 HOL,11.4
110,3396,"ROD COIL CONT.THRD. 3/4"" X 20"" (.5M)",1
110,3397,ROD COIL CONT.THRD .75IN X 18IN,3
07,3398,NR-BEAM ANTHES 3FT,11
07,3399,NR-BEAM ANTHES 7 1/2IN X 3FT,12
060,340,TRUSS JACK 18-24 MK II,23
07,3400,NR-HINGE STEEL SPECIAL,9
07,3403,NR-PLATE BASE ADAPTOR 4710,1
07,3405,"NR-WASHER LOCK 1/2"" JS500",0.02
07,3406,BOLT HEX HEAD 1/2IN X 2 1/2IN,0.13
07,3407,BOLT TEE HD. 1/2IN X 2 1/2IN,0.2
110,3408,WASHER PLATE .25 X4IN X 5IN 1/2IN HOLE,1.46
SW64,3408SW,VERSA VALVE REPLACEMENT ASSY,0
060,341,TRUSS JACK 12-18 MODIFIED MKII,24
110,3412,"SHE BOLT 1 1/2 X 20""",11
07,3413,NR-SILL MUD 2IN X 10IN X 31IN,10.7
07,3415,TRUSS JACK LOCK BOTTOM NEW STY,0.2
07,3417,NR-SILL MUD WOOD,8
07,3418,NR-BOLT HEX 1/2 X 4 GR5 HDG,0.24
07,3419,NR-SPRING PIN SLOTTED 3/8 X 5/8 ZINC,0.05
060,342,TRUSS JACK 24-30 MODIFIED,28
07,3420,NR-BOLT 5/16 X 3 GR2 ZINC,0.1
07,3421,SPRING PIN SLOTTED 3/8 X 1 1/2 RPR,0.1
07,3422,NUT 2 WAY LOCK 5/16 ZINC RPR,0.02
07,3423,TRUSS JACK LOCK UP CLIP RPR,0.2
060,3428,CLAMP C RPR,0.33
07,3429,NR-BOLT HEX 5/8 X 2 1/2 GR5 HDG,0.18
060,343,TRUSS VERTICAL BRACE 6FT,12
07,3432,NR-BOLT HEX 1/2 X 7 GR5 ZINC,0.25
07,3437,NR-NUT A325 ONLY M20 (UK),0.2
060,344,TRUSS VERTICAL BRACE 5FT,11
07,3442,BOLT HEX 1/2 X 1 1/2 GR.5 JS500,0.15
07,3447,NR-BOLT 3/4 X 3 1/2 GR 5 HDG,1
07,3448,"NUT JAM 1/2"" JS500 T/OS RPR",0.02
07,3449,"BOLT HEX 1/2"" X 2 1/4"" GR5 HDG",0.4
060,345,TRUSS EXTENSION LEG OUTER 4FT,18
07,3451,NR-BEAM PANEL W8X20X30FT,600
SW64,34516,BEARING;AIR MOTOR;DD,1
07,3452,NR-BEAM PANEL W8X20X8FT,160
07,3453,NR-BEAM PANEL W8X20X18FT,1
07,3454,NR-BEAM PANEL W8X20X16FT,320
07,3455,NR-BEAM PANEL W8X20X12FT,240
SW64,3455SW,HANDLE ASSY;A./B. SWITCH,0
07,3456,NR-BEAM PANEL W8X20X25FT,500
07,3458,NR-BEAM PANEL W8X20X5FT,100
07,3459,NR-BEAM PANEL W8X20X6FT,120
060,346,TRUSS EXTENSION LEG INNER 4FT,17
07,3461,NR-BEAM PANEL W8X20X10FT,200
07,3462,NR-BEAM PANEL W8X20X11FT,220
07,3463,NR-BEAM PANEL W8X20X14FT,280
07,3464,PIN COTTER 5/32 X 1 1/4 RPR,0.01
SW64,3464SW,BOTTOM PLATE ASSY;MOD;ST-26,0
SW64,3465SW,TOP PLATE WELDMENT;MOD;ST-26,0
07,3466,NR-BOLT HEX 3/4 X 3 1/4 GR8,1
07,3467,BOLT HEX HEAD 3/8IN X 3/4IN RPR,0.04
07,3468,BOLT HEX HEAD 3/8 X2 HDG,0.08
07,3469,BOLT HDG GR 5 3/4 X 4IN RPR,1
060,3472,NR-NUT WING HDG T/OS OVERALP 1/2IN,0.04
060,3475,CLAMP W ASSEMBLY,0.67
07,3476,NR-CLAMP W METAL (ALUMINUM),0.5
07,3477,NR-GRIP ANTHES DOUBLE,1
07,3478,NR-GRIP ANTHES SINGLE,1
07,3479,NR-BOLT A325 ASSY 3/4 X 4 HDG,1
060,348,TRUSS EXTENSION LEG OUTER 5FT,20
070,3480,TRUSS STEEL PLATE SPLICE,9
070,3481,BOLT A325 ASSY 3/4 X 5 BLACK RPR,1
07,3484,NR-FRAME HD 2W X 6H 10KIP NOM/LEG,52
07,3485,NR-FRAME HD 4W X 7F 10KIP NOM/LEG,81
07,3488,NR-FRAME HD 2W X 7F 10KIP NOM/LEG,67
SW64,34881,SEAL;SHAFT;AIR MOTOR,0.06
07,3489,NR-FRAME HD 2W X 5H 10KIP NOM/LEG,46
060,349,TRUSS EXTENSION LEG INNER 5FT,23
07,3492,NR-PLATE BASE HD 7IN X 7IN,7
080,3493,NR-SCREWJACK HD W/BASE PLATE 27,38
07,3495,NR-SCREWJACK HD W/6IN U-HEAD,40
07,3496,NR-SCREWJACK HD W/8INU-HEAD,41
07,3497,STABILIZER JACK (RED OR GREEN) RPR,0.28
07,3498,FRAME XL 4W X 5H 30KIP NOM/LEG,101
SW64,3498SW,"ROLLER BAR WELDMENT;16""",5.4
07,3499,NR-FRAME XL 4W X 7’6” 30KIP NOM.LEG,147
SW64,3499SW,"ROLLER BAR WELDMENT;22""",7.4
060,350,TRUSS EXTENSION LEG FOOT,1.41
07,3500,NR-FRAME XL 5W X 5H 30KIP NOM/LEG,114
SW64,3500SW,NUT;MODIFIED;I-BEAM ROLLER,0
SW64,3501SW,BUSHING;I-BEAM ROLLER,0
271,350H,350 VAC HORIZONAL BLASTING VAC,700
SW14,350SW,"POST SHORE 6'5""-11'5"" GRN",0.01
060,351,TRUSS EXTENSION LEG OUTER 6FT,24
SW64,3517-03,"SAFETY PIN ASSY;1"" X 12"" GRIP",0
SW64,3517-05,"SAFETY PIN ASSY;3/4"" X 3"" GRIP",0
SW64,35186,SPRING;TENSION ROLLER;PC20,1
060,352,TRUSS EXTENSION LEG INNER 6FT,28
07,3521,NR-DIAGONAL HC 6FT X 6IN,21
080,3524,NR-DIAGONAL HC 3FT X 3FT,10
SW64,35247,GASKET BODY;AIR MOTOR,0
060,353,TRUSS INNER LEG CNNTR 341/2,14
SW65,35325,PAX INTERMEDIATE BEAM SECTION,42.3
080,3534,NR-BRACE BAR 8 1/2,2
SW65,35345SW,PAX OUTER BEAM SECTION ASSEMBL,49.6
SW64,3535SW,GUARD;WEAR;ST-26A DRIVE UNIT,0
SW64,3536SW,SPACER;WEAR GUARD;ST-26A,0
07,3539,NR-FRAME LEDGER BRG. 4'X 4' (S),58
060,354,INNER EXTENSION LEG CLAMP,1
080,3540,PIN COUPLING HI LOAD,2
080,3541,PLATE STAFF NAILING,2
080,3542,PLATE BASE NAILING,2
SW64,354460,"KELLEMS GRIP;.75-.99"";UNIV EYE",0.7
SW64,354474,KELLUMS GRIP;073-04-1280,0
SW64,354480,KELLUMS GRIP;022-16-023,0
07,3548,NR-BRACE BAR 495MM,1
SW64,3549SW,CLAMP;I-BEAM;ADJUSTABLE END,0
060,355,TRUSS JACK ROD 5/16 X 8 RPR,0.18
07,3550,NR-RING BEARING SCREWJACK,1
03,355002,2' MOD SECTION,32
03,355003,3' MOD SECTION,48
03,35500301,3' MOD TRUSS,0.01
03,35500303,3' MOD GUARD RAIL,0.01
03,355004,4' MOD SECTION,62
03,35500401,4' MOD TRUSS,21
03,35500402,4' MOD DECK,21
03,355006,6' MOD SECTION,83
03,35500601,6' MOD TRUSS,0.01
03,35500602,6' MOD DECK,28
03,35500603,6' MOD GUARD RAIL,28
03,355008,8' MOD SECTION,106
03,35500802,8' MOD DECK,35
03,35500803,8' MOD GUARD RAIL,35
03,355010,10' MOD SECTION,136
03,35501001,10' MOD TRUSS,0.01
03,35501002,10' MOD DECK,0.01
03,35501003,10' MOD GUARD RAIL,
03,355015,15' CORNER SECTION,
03,355025,CASTER ASSEMBLY COMPLETE,15
03,355030,30 CORNER SECTION,49
03,35503002,30 DEG OUT TRUSS,
03,35503003,30 DEG DECK,9.8
03,35503004,30 DEG OUT GUARD RAIL,9.8
03,35503005,30 DEG INS GUARD RAIL,9.8
03,355045,45 CORNER SECTION,55
03,35504501,45 DEG INS TRUSS,11
03,35504504,45 DEG OUT GUARD RAIL,11
03,355090,90 CORNER SECTION,79
03,35509001,90 DEG INS TRUSS,15.8
03,35509002,90 DEG OUT TRUSS,15.8
03,35509004,90 DEG OUT GUARD RAIL,15.8
03,35510003,MOD CORNER GR POST,4
03,355101,PLATFORM CONNECTOR,43
07,3552,"NR-WASHER PLT 1/2X5X5 W/1 5/8"" HOLE",3.53
03,355201,STIRRUP CONNECTOR,55
03,355202,FD18 STIRRUP CONN ADTP,5
03,355301,WALKTHRU STIRRUP CONN 1P,100
03,35530101,WALKTHRU STIRRUP BRKT,2
03,355401,PLATFORM END,21
07,3555,BOLT HX HD 1/2IN X 2 3/4IN HDG RPR GRADE 5,0.18
110,3556,"SHE BOLT 1 1/4 X 30"" COIL",1
03,355600,WALKTHRU STIRRUP ADTP,5
03,355601,STIRRUP CONN ADTP,4
110,3557,CLAMP FLAT - CRANE SET,1
110,3558,BOLT MACHINE 7/8 X 10IN,2
110,3559,BOLT MACHINE 7/8 X 12IN,2
060,356,TRUSS JACK BUSHING TOP RPR,1
110,3560,BOLT MACHINE 7/8 X 13IN,2
07,3561,NR-TIE TAPER 48 IN 11/2TO11/4,20.25
SW64,35612,O-RING;AIR MOTOR,0
07,3564,STRUT PLUMBING REPAIR SET,4
07,3565,NR-BRACKET SHEARWALL,2
07,3567,CRANE SET WASHER CUT 3/4IN RPR,0.11
120,3568,HANDSET KEY LONG K-28,0.25
07,3571,NR-DSET GANG FORM TIE BRACKET,0.45
07,3572,"COIL HANDLE NUT 1/2""             NR",0.25
07,3573,"WALER ROD 10""                   NR",0.6
SW64,3573SW,TOP RAIL/GATES ASSY;REPLACE,0
07,3574,NR-DSET WALER ROD 14 - 1/2IN,0.7
07,3575,NR-DSET WALER PLATE1/4X2INX5IN,0.73
07,3577,HANDSET END RAIL 4IN RPR,0.33
07,3578,HANDSET END RAIL 6IN RPR,0.5
07,3579,HANDSET END RAIL 8IN RPR,0.67
060,358,TRUSS JACK SCREW 12IN,12
07,3580,HANDSET END RAIL 10IN RPR,0.83
07,3581,HANDSET END RAIL 12IN RPR,1
07,3582,HANDSET END RAIL 14IN,1.17
07,3583,HANSET END RAIL 16IN,1.33
07,3584,HANDSET END RAIL 18IN,1.5
07,3585,HANDSET END RAIL 20IN,1.67
07,3586,HANDSET END RAIL 22IN,1.03
07,3587,HANDSET END RAIL 24IN,2
07,3588,HANDSET END RAIL 30IN,2.5
07,3589,HANDSET Z STIFFENER 4IN RPR,0.21
060,359,TRUSS JACK CASTING TOP,5
07,3590,HANDSET Z STIFFENER 6IN RPR,0.31
07,3591,HANDSET Z STIFFENER 8IN RPR,0.42
07,3592,HANDSET Z STIFFENER 10IN RPR,0.53
07,3593,HANDSET Z STIFFENER 12IN RPR,0.63
07,3594,HANDSET Z STIFFENER 14IN RPR,0.73
07,3595,HANDSET Z STIFFENER 16IN RPR,0.83
07,3596,HANDSET Z STIFFENER 18IN RPR,0.94
07,3597,HANDSET Z STIFFENER 20IN,1.04
SW64,35977,GASKET;END CAP;AIR MOTOR,0.03
07,3598,HANDSET Z STIFFENER 22IN,1.15
07,3599,HANDSET Z STIFFENER 24IN,1.25
010,36,BEAM ANTHES 7 1/2IN X 9FT,37
060,360,TRUSS JACK CASTING BOTTOM,5
07,3600,HANDSET C STIFFENER 30IN,1.56
07,3601,HANDSET INTERCOAST ANGLE - LG RPR,0.3
07,3602,HANDSET INTERCOAST ANGLE - SM RPR,0.2
07,3603,HANDSET L H REPAIR PLATE RPR,0.1
SW64,36039,WIRE WINDER;600' CAPACITY,32
07,3604,HANDSET R H REPAIR PLATE RPR,0.1
07,3605,HANDSET PIN BALL LOCK #3049 RPR,1
07,3606,HANDSET DR RIVET#38-508-24-16 1/4X3/4 .703-.797GP,0.1
07,3608,CRANESET END RAIL 1FT,2
07,3609,CRANESET END RAIL 2FT RPR,1
SW64,3609SW,"PIN;PIVOT;16"" DRUM BASE",0
060,361,TRUSS JACK SCREW 24IN,24
07,3610,CRANESET END RAIL 3FT RPR,10.6
07,3611,CRANESET END RAIL 4FT,10
07,3612,CRANESET C STIFFENER 2' RPR,8
07,3613,CRANESET C STIFFENER 3FT,12
07,3614,CRANESET C STIFFENER 4FT,16
07,3615,CRANESET C STIFFENER 5FT,20
07,3616,CRANESET C STIFFENER 6FT,25
07,3617,CRANESET C STIFFENER 8FT,33
07,3618,"CRANESET C STIFFENER 30"" RPR",9.9
07,3619,NR-FD. LOCK ARMS,0.75
060,362,TRUSS VERTICAL ANGLE 6FT,6
07,3620,NR-LOCK ARM SCAFD. F/ ARCH FRAME,1.55
07,3623,BEAM CLIP SCAFD. MOD. SPECIAL,2
07,3624,BEAM CLIP SCAFD. MOD. SPEC. AS,2
07,3626,BOLT A325 3/4X4 1/2 RPR,1
110,3627,"TAPER TIE 60"" 1 1/2 X 1 1/4""",25.75
07,3629,SCREW 1/2-13 X 2 1/2 GR.5 ZINC RPR,0.22
SW64,3629SW,AIR MOTOR ASSY;W/O WORM,0
060,363,TRUSS ROLLER HILMAN SPECIAL TYPE 12-ERF,30
07,3630,NR-FRAME STUD GALV SCAFF,0.13
07,3631,NR-TOGGLE PIN WACO,1
SW64,3631SW,TENSION HOLDER ASSY;LEFTHAND,0
SW64,3632SW,SPRING;COMPRESSION,0
SW64,3633SW,SHAFT;WORM W/OIL SLINGER,0
07,3634,NR-BEAM CLAMP DNS 10,1
07,3635,NR-SIDE BRACKET SCAFD. 32,18
07,3636,NR-SIDE BRACKET SCAFD. 36,14
07,3637,NR-SIDE BRACKET SCAFD. 48,16
SW64,3637SW,FLOORBOARD ASSY;500',1
060,364,TRUSS JACK 18-24,23
SW64,3641SW,LEAD;MOTOR;ST-18 LEVEL WIND,0
020,3644,25K O/S CORNER STRONGBACK ASS'Y 2.7M,26.31
SW64,3645SW,CABLE ASSY;2' FLYDECK,0
SW64,3646SW,CABLE ASSY;3' FLYDECK,0
SW64,3647-01,FACE ROLLER ASSY W/ 7/16 BSHG,0
07,3648,DECK MAC MID RAIL (COLPAC) RPR,0.45
SW64,3648SW,BUSHING;FACE ROLLER;7/16 ID,0
07,3649,DECK MAC WIND LATCH (COLPAC) RPR,0.09
060,365,TRUSS JACK 12-18,21
SW64,3652-02,ROD;4 FACE ROLLER,0
07,3657,"RIVET DRIVE #38-508-28-13 1/4"" X 1""",1
07,3659,NR-ROPE WIRE TIEBACK 5/16,1
060,366,TRUSS JACK 24-30,25
07,3660,NR-ROPE WIRE CROSBY FIST GRIP,0.3
SW64,3660-100,ASSY;DROP CORD;250V;20A;100 FT,30.7
SW64,3660-125,ASSY;DROP CORD;250V;20A;125 FT,38.4
SW64,3660-150,ASSY;DROP CORD;250V;20A;150 FT,46.5
SW64,3660-200,ASSY;DROP CORD;250V;20A;200 FT,61.4
SW64,3660-250,ASSY;DROP CORD;250V;20A;250 FT,76.75
SW64,3660-300,ASSY;DROP CORD;250V;20A;300 FT,92.1
SW64,3660-350,ASSY;DROP CORD;250V;20A;350 FT,107.45
SW64,3660-400,ASSY;DROP CORD;250V;20A;400 FT,122.8
SW64,3660-50,ASSY;DROP CORD;250V;20A;50 FT,30.7
SW64,3660-500,ASSY;DROP CORD;250V;20A;500 FT,153.5
SW64,3660-600,ASSY;DROP CORD;250V;20A;600 FT,184.2
SW64,3660-650,ASSY;DROP CORD;250V;20A;650 FT,199.5
SW64,3660-75,POWER CORDS 75',0.01
07,3661,NR-ROPE WIRE FIST GRIP 5/16,0.28
SW64,3661-100,ASSY;DROP CORD;125V;20A;100 FT,30.7
SW64,3661-125,DROP CORD;10/3 125V;20A,0
SW64,3661-150,ASSY;DROP CORD;125V;20A;150 FT,46.5
SW64,3661-200,DROP CORD;10/3 125V;20A,61.4
SW64,3661-250,ASSY;DROP CORD;125V;20A;250 FT,76.75
SW64,3661-50,DROP CORD;10/3 125V;20A,0
SW64,3662-100,DROP CORD;10/4 250V;25A,0
SW64,3662-150,DROP CORD ASSY;250V;25A;150 FT,54
SW64,3662-200,DROP CORD ASSY;250V;25A;200 FT,72
SW64,3662-250,DROP CORD ASSY;250V;25A;250 FT,90
SW64,3662-300,DROP CORD ASSY;250V;25A;300 FT,108
SW64,3662-350,DROP CORD ASSY;250V;25A;350 FT,108
SW64,3662-400,DROP CORD ASSY;250V;25A;400 FT,144
SW64,3662-450,DROP CORD ASSY;250V;25A;450 FT,162
SW64,3662-600,DROP CORD;10/4 250V;25A,0
SW64,3662-675,DROP CORD ASSY;250V;25A;675 FT,0
SW64,3662-800,DROP CORD ASSY;250V;25A;800 FT,288
SW64,3663-02,YOKE ASSY;40';20A;250V;1PH,16
SW64,3663-03,YOKE ASSY;40';20A;250V;3PH,1
SW64,3663-04,YOKE ASSY;40';30A;250V;3PH,0
SW64,3663-06,YOKE ASSY;60';20A;250V;1PH,10
SW64,3663-07,YOKE ASSY;60';20A;250V;3PH,1
060,367,TRUSS CASTER UNDERSLUNG COMP,132
SW64,3672-01,BOLT-ON TRIPOD WELDMENT,0
SW64,3679SW,FACE ROLLER ASSY;3;W/O CLAMPS,14
060,368,TRUSS VERTICAL ANGLE 5FT 1/2,6
SW64,3680SW,FACE ROLLER ASSY;4;W/O CLAMPS,14
SW64,3681SW,;FACE ROLLER ASSY;5,0
07,3682,FORM BUTTON 1/4,2
07,3684,NR-SHORE-X GRAVITY LOCK,0.25
SW64,3684-01,SKIRT;FRONT;ST-17/18;500',0
SW64,3684-02,SKIRT;REAR;ST-17/18;500',0
SW64,3684-03,SKIRT;SIDE;ST-17/18,0
210,3686,NR-CHUTE SECTION 24IN DIA,10
SW64,3688-03,BASE BOW WEAR GUARD WELDMENT,0
060,369,TRUSS CROSS BRACE 7FT (2.13M),19
07,3693,SHORE-X SPLIT RING RPR,1
SW64,3696SW,FRAME ASSY;1000',100
07,3698,NR-WASHER PLATE .50X5 X5 1IN HOLE,0.33
010,37,BEAM ANTHES 7 1/2IN X 10FT,42
060,370,TRUSS CROSS BRACE 10FT (3.04M),27
SW64,3701SW,VIBRATION DAMPER ASSY,0
07,3702,NR-SHORE RE 6-12FT,1
SW64,3704SW,DRUM BASE;1000';LOWER;ST,0
SW64,3705SW,DRUM BASE;1000';UPPER;ST,0
SW64,3706-02,DRUM/AUTO BRAKE ASSY;ST-180-1,0
060,371,TRUSS CROSS BRACE 12FT (3.57M),33
SW64,3712SW,ROLLER BRKT;W/BEARING;ADJ,2.8
SW64,3713SW,ROLLER BRKT;W/BEARING;FIXED,2.4
SW64,3715SW,TOEBOARD;INNER;LEFT;1000',0
SW64,3716SW,TOEBOARD;INNER;RIGHT;1000',0
07,3718,BOLT 3/4-10 UNC X 2' GR 5 HH ZINC RPR,0.37
07,3720,NUT HEX 1/2IN RPR,0.03
110,3721,COIL BOLT 1/2 X 6 RPR,0.34
07,3722,NR-CHAMFER ALUMINUM 8FT,7
07,3723,NR-CHAMFER ALUMINUM 6FT,5
07,3724,NR-CHAMFER ALUMINUM 5FT,4
07,3725,NR-CHAMFER ALUMINUM 4FT,3
07,3726,NR-CHAMFER ALUMINUM 3FT,3
07,3729,NR-TIE HANDSET LOOP 7 5/8IN,0.27
060,373,TRUSS GLIDE STANDARD,60
07,3731,TIE WATERSEAL 16HANDSET LOOP RPR,1
SW64,3732-01,JACK ASSEMBLY,0
07,3733,NUT SHORE HANDLE RETAINER RPR,0.42
SW64,3733SW,BEAM CARRIER ASSY;ROLLING O.R.,0
07,3734,NUT SHORE HANDLE,2
SW64,3734SW,TRIANGLE BASE WELDMENT;R.O.,0
07,3739,NR-BRACE 5FTX 5FT,11
SW64,3739SW,RIGHT LEG WELDMENT;W/BOSS;R.O.,0
060,374,TRUSS GLIDE TILTING,95
07,3740,NR-BRACE 5FTX 7FT,14
500,3741,FIXED FREIGHT DELIVERY (ATIS),0.01
500,3742,FREIGHT RETURN (ATIS),0.01
500,3743,UNIT FREIGHT (ATIS),0.01
510,3744,FIXED FREIGHT DELIVERY (ATOS),0.01
510,3745,FIXED FREIGHT RETURN (ATOS),0.01
510,3746,UNIT FREIGHT (ATOS),0.01
520,3747,FIXED FREIGHT DELIVERY (CCIS),0.01
SW64,3747-01,"TURNING STRAP WRENCH ASSY;5""",1
520,3748,FIXED FREIGHT RETURN (CCIS),0.01
520,3749,UNIT FREIGHT (CCIS),0.01
060,375,TRUSS LNDNG DOLLY SINGLE 4FT10,91
530,3750,FIXED FREIGHT DELIVERY(CCOS),0.01
SW64,3750SW,ASSEMBLY;STAR KNOB SHOE,0
530,3751,FIXED FREIGHT RETURN(CCOS),0.01
SW64,3751SW,FOOT;STAR KNOB,0
530,3752,UNIT FREIGHT (CCOS),0.01
SW64,3752SW,CROSS SHAFT ASSEMBLY,0
600,3753,LABOUR CHARGES FOR THE PERIOD,0.01
SW64,3753SW,TRI BASE ASSY;ROLL.O.R.,0
600,3754,LABOUR CHARGES REGULAR,0.01
600,3755,LABOUR CHARGES OVERTIME,0.01
600,3756,LABOUR CHARGES DOUBLE TIME,0.01
600,3757,LABOUR CHARGES PREMIUM,0.01
600,3759,DISCOUNT ALLOWED LABOUR,0.01
060,376,TRUSS LNDNG DOLLY UPPER 4FT 4,106
600,3760,PER DIEM 1 DAY,0.01
600,3768,MARSHALLING FEE,0.01
600,3769,SITE CLERK REG,0.01
060,377,TRUSS DOLLY ADJ SCRW 30 W/HEAD,24
600,3770,SITE CLERK OT,0.01
610,3774,LABOUR CHARGES TO ERECT,0.01
060,378,TRUSS LNDNG DOLLY DUAL 6FT RCH,190
SW64,3789SW,STAR KNOB;MOD;3/8-16 X 1-1/2,0
060,379,TRUSS LNDNG DOLLY HILOAD BASE,84
07,379-1,(060) REPAIR COUPLING PIN F/379,1.22
SW64,3797SW,SIDE PIECE WLDMT;LH;ARC GUARD,0
SW64,3798SW,SIDE PIECE WLDMT;RH;ARC GUARD,0
010,38,BEAM ANTHES 7 1/2IN X 11FT,46
SW64,38-001,BAR;STIRRUP;SHORT FRM;SC30/40,1
060,380,CASTOR SPCL FOR LDG DOLLY 1200LB CAP W/ADP,13.84
060,381,TRUSS EXT LEG LOCKING PIN,2
620,3813,LABOUR CHARGES TO DISMANTLE,0.01
620,3814,LABOR CHARGES IN MICHIGAN,0.01
SW64,383524,LINK;SLING;1/2;GALV.,0
SW64,3842SW,UPRIGHT WLDT;FRONT;ADJ. O.R.,0
SW64,3843SW,UPRIGHT WLDT;REAR;ADJ O.R.,0
700,3847,SUB PUMP & HOSE RENTAL,0.01
700,3848,GENERATOR RENTALS,0.01
700,3849,MISC RENTALS - LIGHTING,0.01
700,3850,MISC RENTALS - TAMPER,0.01
600,3851,TRAVEL,0.01
700,3852,RENTAL BILLING (FORMING&SHORING),0.01
SW64,3852SW,SHIM;BEARING SLEEVE,0
700,3853,RENTAL OF OPERATED EQUIPMENT,0.01
640,3854,GENERAL SUPPLIES-C.P.,0.01
SW64,3854SW,REPLACMENT KIT;BEARING SLEEVE,0
700,3856,DISCOUNT ALLOWED - RENTAL,0.01
700,3857,SCAFFOLD RENTAL ADDITIONAL,0.01
650,3858,FIXED ENGINEERING,0.01
